,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name
221,Austria,AUT,13/02/2021,368766.0,236728.0,136564.0,12027.0,4.09,2.63,1.52,1335.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
222,Austria,AUT,14/02/2021,374034.0,241795.0,141922.0,12011.0,4.15,2.68,1.58,1334.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
223,Austria,AUT,15/02/2021,402986.0,242625.0,143889.0,14970.0,4.47,2.69,1.6,1662.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
224,Austria,AUT,16/02/2021,418055.0,247553.0,151477.0,15262.0,4.64,2.75,1.68,1695.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
225,Austria,AUT,17/02/2021,444836.0,253854.0,160094.0,16422.0,4.94,2.82,1.78,1823.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
226,Austria,AUT,18/02/2021,466029.0,266191.0,174350.0,17566.0,5.17,2.96,1.94,1950.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
227,Austria,AUT,19/02/2021,486888.0,277204.0,184366.0,17353.0,5.41,3.08,2.05,1927.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
228,Austria,AUT,20/02/2021,498476.0,288601.0,193620.0,18530.0,5.53,3.2,2.15,2057.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
229,Austria,AUT,21/02/2021,508066.0,298199.0,195539.0,19147.0,5.64,3.31,2.17,2126.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
230,Austria,AUT,22/02/2021,519338.0,305333.0,197941.0,16622.0,5.77,3.39,2.2,1846.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
231,Austria,AUT,23/02/2021,535870.0,312624.0,201848.0,16831.0,5.95,3.47,2.24,1869.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
232,Austria,AUT,24/02/2021,556506.0,323716.0,207148.0,15953.0,6.18,3.59,2.3,1771.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
233,Austria,AUT,25/02/2021,582135.0,339470.0,211897.0,16587.0,6.46,3.77,2.35,1842.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
234,Austria,AUT,26/02/2021,620919.0,,,19147.0,6.89,,,2126.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
235,Austria,AUT,27/02/2021,645986.0,,,21073.0,7.17,,,2340.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
236,Azerbaijan,AZE,17/01/2021,0.0,0.0,,,0.0,0.0,,,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
237,Azerbaijan,AZE,18/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
238,Azerbaijan,AZE,19/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
239,Azerbaijan,AZE,20/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
240,Azerbaijan,AZE,21/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
241,Azerbaijan,AZE,22/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
242,Azerbaijan,AZE,23/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
243,Azerbaijan,AZE,24/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
244,Azerbaijan,AZE,25/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
245,Azerbaijan,AZE,26/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
246,Azerbaijan,AZE,27/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
247,Azerbaijan,AZE,28/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
248,Azerbaijan,AZE,29/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
249,Azerbaijan,AZE,30/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
250,Azerbaijan,AZE,31/01/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
251,Azerbaijan,AZE,01/02/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
252,Azerbaijan,AZE,02/02/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
253,Azerbaijan,AZE,03/02/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
254,Azerbaijan,AZE,04/02/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
255,Azerbaijan,AZE,05/02/2021,,,,3250.0,,,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
256,Azerbaijan,AZE,06/02/2021,65000.0,65000.0,,3250.0,0.64,0.64,,321.0,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan
257,Bahrain,BHR,23/12/2020,38965.0,38965.0,,,2.29,2.29,,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
258,Bahrain,BHR,24/12/2020,50071.0,50071.0,,11106.0,2.94,2.94,,6527.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
259,Bahrain,BHR,25/12/2020,50543.0,50543.0,,5789.0,2.97,2.97,,3402.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
260,Bahrain,BHR,26/12/2020,51556.0,51556.0,,4197.0,3.03,3.03,,2467.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
261,Bahrain,BHR,27/12/2020,53614.0,53614.0,,3662.0,3.15,3.15,,2152.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
262,Bahrain,BHR,28/12/2020,55014.0,55014.0,,3210.0,3.23,3.23,,1886.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
263,Bahrain,BHR,29/12/2020,56041.0,56041.0,,2846.0,3.29,3.29,,1673.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
264,Bahrain,BHR,30/12/2020,57317.0,57317.0,,2622.0,3.37,3.37,,1541.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
265,Bahrain,BHR,31/12/2020,58643.0,58643.0,,1225.0,3.45,3.45,,720.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
266,Bahrain,BHR,01/01/2021,59351.0,59351.0,,1258.0,3.49,3.49,,739.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
267,Bahrain,BHR,02/01/2021,60097.0,60097.0,,1220.0,3.53,3.53,,717.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
268,Bahrain,BHR,03/01/2021,60689.0,60689.0,,1011.0,3.57,3.57,,594.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
269,Bahrain,BHR,04/01/2021,61612.0,61612.0,,943.0,3.62,3.62,,554.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
270,Bahrain,BHR,05/01/2021,63893.0,63893.0,,1122.0,3.75,3.75,,659.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
271,Bahrain,BHR,06/01/2021,68472.0,68472.0,,1594.0,4.02,4.02,,937.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
272,Bahrain,BHR,07/01/2021,72239.0,72239.0,,1942.0,4.25,4.25,,1141.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
273,Bahrain,BHR,08/01/2021,78291.0,78291.0,,2706.0,4.6,4.6,,1590.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
274,Bahrain,BHR,09/01/2021,84157.0,84157.0,,3437.0,4.95,4.95,,2020.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
275,Bahrain,BHR,10/01/2021,89250.0,89250.0,,4080.0,5.25,5.25,,2398.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
276,Bahrain,BHR,11/01/2021,92598.0,92598.0,,4427.0,5.44,5.44,,2602.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
277,Bahrain,BHR,12/01/2021,97776.0,97776.0,,4840.0,5.75,5.75,,2844.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
278,Bahrain,BHR,13/01/2021,101363.0,101363.0,,4699.0,5.96,5.96,,2762.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
279,Bahrain,BHR,14/01/2021,109566.0,109566.0,,5332.0,6.44,6.44,,3134.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
280,Bahrain,BHR,15/01/2021,122819.0,122819.0,,6361.0,7.22,7.22,,3738.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
281,Bahrain,BHR,16/01/2021,137159.0,137159.0,,7572.0,8.06,8.06,,4450.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
282,Bahrain,BHR,17/01/2021,141563.0,141563.0,,7473.0,8.32,8.32,,4392.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
283,Bahrain,BHR,18/01/2021,142831.0,142831.0,,7176.0,8.39,8.39,,4217.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
284,Bahrain,BHR,19/01/2021,143596.0,143596.0,,6546.0,8.44,8.44,,3847.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
285,Bahrain,BHR,20/01/2021,144130.0,144130.0,,6110.0,8.47,8.47,,3591.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
286,Bahrain,BHR,21/01/2021,,,,5457.0,,,,3207.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
287,Bahrain,BHR,22/01/2021,,,,4084.0,,,,2400.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
288,Bahrain,BHR,23/01/2021,,,,2555.0,,,,1502.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
289,Bahrain,BHR,24/01/2021,,,,2445.0,,,,1437.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
290,Bahrain,BHR,25/01/2021,,,,2784.0,,,,1636.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
291,Bahrain,BHR,26/01/2021,165953.0,165953.0,,3194.0,9.75,9.75,,1877.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
292,Bahrain,BHR,27/01/2021,167731.0,167731.0,,3372.0,9.86,9.86,,1982.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
293,Bahrain,BHR,28/01/2021,169440.0,169440.0,,3096.0,9.96,9.96,,1819.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
294,Bahrain,BHR,29/01/2021,169810.0,169810.0,,2629.0,9.98,9.98,,1545.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
295,Bahrain,BHR,30/01/2021,170433.0,170433.0,,2199.0,10.02,10.02,,1292.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
296,Bahrain,BHR,31/01/2021,171568.0,171568.0,,1841.0,10.08,10.08,,1082.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
297,Bahrain,BHR,01/02/2021,172912.0,172912.0,,1514.0,10.16,10.16,,890.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
298,Bahrain,BHR,02/02/2021,174075.0,174075.0,,1160.0,10.23,10.23,,682.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
299,Bahrain,BHR,03/02/2021,175094.0,175094.0,,1052.0,10.29,10.29,,618.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
300,Bahrain,BHR,04/02/2021,177233.0,177233.0,,1113.0,10.42,10.42,,654.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
301,Bahrain,BHR,05/02/2021,179550.0,179550.0,,1391.0,10.55,10.55,,817.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
302,Bahrain,BHR,06/02/2021,182543.0,182543.0,,1730.0,10.73,10.73,,1017.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
303,Bahrain,BHR,07/02/2021,191406.0,191406.0,,2834.0,11.25,11.25,,1666.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
304,Bahrain,BHR,08/02/2021,201116.0,201116.0,,4029.0,11.82,11.82,,2368.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
305,Bahrain,BHR,09/02/2021,212940.0,212940.0,,5552.0,12.51,12.51,,3263.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
306,Bahrain,BHR,10/02/2021,219595.0,219595.0,,6357.0,12.91,12.91,,3736.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
307,Bahrain,BHR,11/02/2021,224919.0,224919.0,,6812.0,13.22,13.22,,4003.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
308,Bahrain,BHR,12/02/2021,232540.0,232540.0,,7570.0,13.67,13.67,,4449.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
309,Bahrain,BHR,13/02/2021,242260.0,242260.0,,8531.0,14.24,14.24,,5014.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
310,Bahrain,BHR,14/02/2021,248775.0,248775.0,,8196.0,14.62,14.62,,4817.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
311,Bahrain,BHR,15/02/2021,250946.0,250946.0,,7119.0,14.75,14.75,,4184.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
312,Bahrain,BHR,16/02/2021,252990.0,252990.0,,5721.0,14.87,14.87,,3362.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
313,Bahrain,BHR,17/02/2021,257580.0,257580.0,,5426.0,15.14,15.14,,3189.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
314,Bahrain,BHR,18/02/2021,263422.0,263422.0,,5500.0,15.48,15.48,,3232.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
315,Bahrain,BHR,19/02/2021,268273.0,268273.0,,5105.0,15.77,15.77,,3000.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
316,Bahrain,BHR,20/02/2021,271749.0,271749.0,,4213.0,15.97,15.97,,2476.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
317,Bahrain,BHR,21/02/2021,274960.0,274960.0,,3741.0,16.16,16.16,,2199.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
318,Bahrain,BHR,22/02/2021,278222.0,278222.0,,3897.0,16.35,16.35,,2290.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
319,Bahrain,BHR,23/02/2021,281425.0,281425.0,,4062.0,16.54,16.54,,2387.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
320,Bahrain,BHR,24/02/2021,284948.0,284948.0,,3910.0,16.75,16.75,,2298.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
321,Bahrain,BHR,25/02/2021,290103.0,290103.0,,3812.0,17.05,17.05,,2240.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
322,Bahrain,BHR,26/02/2021,292917.0,292917.0,,3521.0,17.21,17.21,,2069.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
323,Bahrain,BHR,27/02/2021,295296.0,295296.0,,3364.0,17.35,17.35,,1977.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
324,Bahrain,BHR,28/02/2021,298171.0,298171.0,,3316.0,17.52,17.52,,1949.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
325,Bangladesh,BGD,26/01/2021,0.0,0.0,,,0.0,0.0,,,Oxford/AstraZeneca,Directorate General of Health Services
326,Bangladesh,BGD,27/01/2021,26.0,26.0,,26.0,0.0,0.0,,0.0,Oxford/AstraZeneca,Directorate General of Health Services
327,Bangladesh,BGD,28/01/2021,567.0,567.0,,284.0,0.0,0.0,,2.0,Oxford/AstraZeneca,Directorate General of Health Services
328,Bangladesh,BGD,29/01/2021,,,,1209.0,,,,7.0,Oxford/AstraZeneca,Directorate General of Health Services
329,Bangladesh,BGD,30/01/2021,,,,1671.0,,,,10.0,Oxford/AstraZeneca,Directorate General of Health Services
330,Bangladesh,BGD,31/01/2021,,,,1949.0,,,,12.0,Oxford/AstraZeneca,Directorate General of Health Services
331,Bangladesh,BGD,01/02/2021,,,,2134.0,,,,13.0,Oxford/AstraZeneca,Directorate General of Health Services
332,Bangladesh,BGD,02/02/2021,,,,2266.0,,,,14.0,Oxford/AstraZeneca,Directorate General of Health Services
333,Bangladesh,BGD,03/02/2021,,,,2700.0,,,,16.0,Oxford/AstraZeneca,Directorate General of Health Services
334,Bangladesh,BGD,04/02/2021,,,,3059.0,,,,19.0,Oxford/AstraZeneca,Directorate General of Health Services
335,Bangladesh,BGD,05/02/2021,,,,3059.0,,,,19.0,Oxford/AstraZeneca,Directorate General of Health Services
336,Bangladesh,BGD,06/02/2021,,,,3059.0,,,,19.0,Oxford/AstraZeneca,Directorate General of Health Services
337,Bangladesh,BGD,07/02/2021,31160.0,31160.0,,3059.0,0.02,0.02,,19.0,Oxford/AstraZeneca,Directorate General of Health Services
338,Bangladesh,BGD,08/02/2021,,,,13205.0,,,,80.0,Oxford/AstraZeneca,Directorate General of Health Services
339,Bangladesh,BGD,09/02/2021,179318.0,179318.0,,23351.0,0.11,0.11,,142.0,Oxford/AstraZeneca,Directorate General of Health Services
340,Bangladesh,BGD,10/02/2021,337769.0,337769.0,,45549.0,0.21,0.21,,277.0,Oxford/AstraZeneca,Directorate General of Health Services
341,Bangladesh,BGD,11/02/2021,,,,64108.0,,,,389.0,Oxford/AstraZeneca,Directorate General of Health Services
342,Bangladesh,BGD,12/02/2021,,,,82667.0,,,,502.0,Oxford/AstraZeneca,Directorate General of Health Services
343,Bangladesh,BGD,13/02/2021,736680.0,736680.0,,101226.0,0.45,0.45,,615.0,Oxford/AstraZeneca,Directorate General of Health Services
344,Bangladesh,BGD,14/02/2021,906033.0,906033.0,,124982.0,0.55,0.55,,759.0,Oxford/AstraZeneca,Directorate General of Health Services
345,Bangladesh,BGD,15/02/2021,1132711.0,1132711.0,,146782.0,0.69,0.69,,891.0,Oxford/AstraZeneca,Directorate General of Health Services
346,Bangladesh,BGD,16/02/2021,1359613.0,1359613.0,,168614.0,0.83,0.83,,1024.0,Oxford/AstraZeneca,Directorate General of Health Services
347,Bangladesh,BGD,17/02/2021,1586368.0,1586368.0,,178371.0,0.96,0.96,,1083.0,Oxford/AstraZeneca,Directorate General of Health Services
348,Bangladesh,BGD,18/02/2021,1848313.0,1848313.0,,196796.0,1.12,1.12,,1195.0,Oxford/AstraZeneca,Directorate General of Health Services
349,Bangladesh,BGD,19/02/2021,,,,194555.0,,,,1181.0,Oxford/AstraZeneca,Directorate General of Health Services
350,Bangladesh,BGD,20/02/2021,2082877.0,2082877.0,,192314.0,1.26,1.26,,1168.0,Oxford/AstraZeneca,Directorate General of Health Services
351,Bangladesh,BGD,21/02/2021,,,,184212.0,,,,1119.0,Oxford/AstraZeneca,Directorate General of Health Services
352,Bangladesh,BGD,22/02/2021,2308157.0,2308157.0,,167921.0,1.4,1.4,,1020.0,Oxford/AstraZeneca,Directorate General of Health Services
353,Bangladesh,BGD,23/02/2021,2491053.0,2491053.0,,161634.0,1.51,1.51,,981.0,Oxford/AstraZeneca,Directorate General of Health Services
354,Bangladesh,BGD,24/02/2021,2673038.0,2673038.0,,155239.0,1.62,1.62,,943.0,Oxford/AstraZeneca,Directorate General of Health Services
355,Bangladesh,BGD,25/02/2021,2850940.0,2850940.0,,143232.0,1.73,1.73,,870.0,Oxford/AstraZeneca,Directorate General of Health Services
356,Bangladesh,BGD,26/02/2021,,,,136037.0,,,,826.0,Oxford/AstraZeneca,Directorate General of Health Services
357,Bangladesh,BGD,27/02/2021,2984773.0,2984773.0,,128842.0,1.81,1.81,,782.0,Oxford/AstraZeneca,Directorate General of Health Services
358,Bangladesh,BGD,28/02/2021,3110525.0,3110525.0,,130715.0,1.89,1.89,,794.0,Oxford/AstraZeneca,Directorate General of Health Services
359,Barbados,BRB,15/02/2021,4490.0,4490.0,,,1.56,1.56,,,Oxford/AstraZeneca,Ministry of Health
360,Barbados,BRB,16/02/2021,6683.0,6683.0,,2193.0,2.33,2.33,,7631.0,Oxford/AstraZeneca,Ministry of Health
361,Barbados,BRB,17/02/2021,9115.0,9115.0,,2312.0,3.17,3.17,,8045.0,Oxford/AstraZeneca,Ministry of Health
362,Barbados,BRB,18/02/2021,11494.0,11494.0,,2335.0,4.0,4.0,,8125.0,Oxford/AstraZeneca,Ministry of Health
363,Barbados,BRB,19/02/2021,14411.0,14411.0,,2480.0,5.01,5.01,,8630.0,Oxford/AstraZeneca,Ministry of Health
364,Barbados,BRB,20/02/2021,15837.0,15837.0,,2269.0,5.51,5.51,,7896.0,Oxford/AstraZeneca,Ministry of Health
365,Barbados,BRB,21/02/2021,16544.0,16544.0,,2009.0,5.76,5.76,,6991.0,Oxford/AstraZeneca,Ministry of Health
366,Barbados,BRB,22/02/2021,19089.0,19089.0,,2086.0,6.64,6.64,,7259.0,Oxford/AstraZeneca,Ministry of Health
367,Barbados,BRB,23/02/2021,22037.0,22037.0,,2193.0,7.67,7.67,,7631.0,Oxford/AstraZeneca,Ministry of Health
368,Barbados,BRB,24/02/2021,25578.0,25578.0,,2352.0,8.9,8.9,,8185.0,Oxford/AstraZeneca,Ministry of Health
369,Barbados,BRB,25/02/2021,29283.0,29283.0,,2541.0,10.19,10.19,,8842.0,Oxford/AstraZeneca,Ministry of Health
370,Barbados,BRB,26/02/2021,33633.0,33633.0,,2746.0,11.7,11.7,,9556.0,Oxford/AstraZeneca,Ministry of Health
371,Belarus,BLR,28/12/2020,0.0,0.0,,,0.0,0.0,,,Sputnik V,Ministry of Health
372,Belarus,BLR,29/12/2020,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
373,Belarus,BLR,30/12/2020,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
374,Belarus,BLR,31/12/2020,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
375,Belarus,BLR,01/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
376,Belarus,BLR,02/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
377,Belarus,BLR,03/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
378,Belarus,BLR,04/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
379,Belarus,BLR,05/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
380,Belarus,BLR,06/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
381,Belarus,BLR,07/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
382,Belarus,BLR,08/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
383,Belarus,BLR,09/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
384,Belarus,BLR,10/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
385,Belarus,BLR,11/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
386,Belarus,BLR,12/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
387,Belarus,BLR,13/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
388,Belarus,BLR,14/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
389,Belarus,BLR,15/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
390,Belarus,BLR,16/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
391,Belarus,BLR,17/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
392,Belarus,BLR,18/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
393,Belarus,BLR,19/01/2021,,,,403.0,,,,43.0,Sputnik V,Ministry of Health
